Associate AI Developer (Remote | Flexible Hours),Applicantz,India (Remote),"About the job

🚀 Join Pravartan.ai as an Associate AI Developer

 📍 Remote | Flexible Hours | 0–3 Yrs Experience

We’re building intelligent, agentic AI products — and we want passionate, curious minds to join the revolution.

🔗 Follow & Apply: linkedin.com/company/pravartan

👨‍💻 Role: Associate AI Developer

 🕒 Type: Remote | Flexible Hours

 📅 Experience: 0–3 Year (Freshers with strong AI knowledge are welcome!)

🧠 What You’ll Work On

 • Build and improve real AI products – chatbots, automation agents, hiring tools

 • Work with LLMs, LangChain, OpenAI APIs, vector DBs

 • Write smart Python code using Pandas, APIs, and workflow logic

 • Learn fast, build fast, fail fast – and create impact

✨ Who We’re Looking For

 • Python + LLM basics clear

 • Worked with LangChain / OpenAI / prompt engineering

 • Loves solving real-world problems creatively

 • Writes clean, logical code

 • Thinks like a builder, not a task-doer

💼 Perks

 • Work directly with the founders

 • Flexible hours, zero micromanagement

 • Get high responsibility from Day 1

 • Build a public portfolio of your work

 • Fast-track to core roles as we grow

🔥 Bonus:

 Built anything cool using ChatGPT/OpenAI? Drop the link.

📩 DM us or apply via LinkedIn.

 Let’s build the future of intelligent automation — together.

#AIJobs #RemoteWork #PythonDeveloper #LLM #LangChain #OpenAI #Hiring #StartupJobs #FreshersWelcome #PravartanAI"
--------------------,--------------------,--------------------,--------------------
Python /Tableau Developer with Indian MNC - Immediate,Applicantz,India (Remote),"About the job

Pyspark/Python Developer with Indian MNC 

Contract | Immediate 

 

Job Accountabilities 

· Collect, clean, and analyse large and complex datasets from various sources, including ERPs and business systems

· Develop and implement analytics models, data libraries, and machine learning techniques to analyse and visualize data and identify patterns and anomalies

· Develop and maintain data models and databases using Python, Hadoop, SQL

· Work with cross-functional teams to understand their analytics needs and develop solutions to meet those needs.

· Develop and maintain documentation of data processes and procedures.

· Create and maintain Tableau dashboards or other tool for data visualization and reporting.

· Build advanced analytics in internal audit team with the use of emerging AI and other tools

· Identify and support AI/ML based use cases in finance and risk domain




Skills Required (Knowledge and Skills)

· Bachelor’s or Master’s degree in Computer Science, Data Science, or a related field

· 3 to 6 years of experience in data engineering using Python, SQL and HANA

· Strong programming skills in Python, SQL etc. and experience in database systems

· Experience with data warehousing and data modelling concepts

· Strong understanding of Hadoop data modelling and query optimization

· Experience with Tableau/Power BI for data visualization and reporting

· Knowledge of building advanced analytics using emerging AI technologies

· Excellent problem-solving and analytical skills

· Strong communication and collaboration skills, with the ability to communicate technical concepts to non-technical stakeholders.




Qualification: 

· Essential: UG: BE/ B.Sc IT/ M.Tech/ MCA

· Desirable: PG: MBA, PGD or master’s in business Analytics

 

Location 

· Mumbai

· 5 days in office

· Duration – August 2025 to March 2026

 

Screening Criteria 

· BE/ B.Sc IT/ M.Tech/ MCA

· 3 to 6 years of experience in data engineering using Python, SQL

Knowledge of data engineering to develop data models and analytics reports and scheduling auto jobs on Airflow.

· Experience in using technologies and codes (SQL, Python, Pyspark, Tableau, Airflow etc)

· Familiarity with statistical analysis and machine learning concepts and algorithms

· Available to work from office in Navi Mumbai

· Available to join within 1 week post selection




Interested Profiles can apply




Note

o Additional inputs to be gathered from the candidate to put together the application"
--------------------,--------------------,--------------------,--------------------
Full Stack Engineer,Applicantz,India (Remote),"About the job

Software developer role - high growth and high energy environment - FRESHERS AND IMMEDIATE JOINEES ONLY, 

ALREADY WORKING NEED NOT APPLY




Freshers only

*** PREFER MUMBAI CANDIDATES *****




Responsibilities

Participate in enhancing/maintaining our B2B SaaS product. 

Write scalable well tested code in React JS, Ruby on Rails and MySQL




What we are looking for?

Ability to multitask and look at all aspects of product development

Individual who loves to code and is self driven. 

We are looking for individuals who will work with ownership of the product and code."
--------------------,--------------------,--------------------,--------------------
NextJS Full Stack Developer [Intern] at US Based YC Startup,Abstrabit Technologies,"Bengaluru, Karnataka, India (On-site)","About the job

)

🚀 Attack Capital, a YC-backed venture studio building multiple AI-first SaaS products, is hiring a NextJS Full Stack Developer Intern. We don’t care about IIT tags or tier-1 college labels. What we care about is your hustle to ship real products. If you’re hungry to learn, build, and break limits — Attack Capital is your chance to level up with a YC internship with a US based company.




What you’ll do

Build and ship features across our AI product stack (React/Next.js frontend + Node/Express backend).
Work on real production apps used by enterprises in sales, healthcare, and legal.
Collaborate with a small, fast-moving team of engineers, designers, and founders.
Gain exposure to YC startup culture, product-led growth, and GTM strategies.




What we’re looking for

Strong knowledge of JavaScript/TypeScript, React, and Next.js.
Familiarity with databases (Postgres, Prisma, Mongo, etc.) and APIs.
Interest in AI, SaaS, and building for scale.
Hungry to learn, ship fast, and own projects end-to-end.




Why join?

Work directly with YC founders on 0→1 products.
High-impact internship with mentorship and real-world startup experience.
Flexible, remote-first role with potential for full-time.

📩 Apply if you’re ready to build, ship, and learn at the pace of YC startups.","{'Email\nEmail': 'niteshtheceo@gmail.com', 'Email': 'niteshtheceo@gmail.com', 'Required': 'niteshtheceo@gmail.com', 'Phone country code\nPhone country code': 'India (+91)', 'Phone country code': 'India (+91)', 'Phone': '9902972191', 'Follow Attack Capital to stay up to date with their page.': 'Follow Attack Capital to stay up to date with their page.', 'Attack Capital': 'Follow Attack Capital to stay up to date with their page.'}"
--------------------,--------------------,--------------------,--------------------,--------------------
Python Developer,Vaultize,India (Remote),"About the job

Company Description
 

Vaultize is a leading enterprise file security platform that ensures the safety and protection of corporate files, wherever they are accessed or used. It offers Enterprise Digital Rights Management (DRM), Enterprise file sync & share (EFSS), VPN-free access, and Endpoint Data Protection. Vaultize's end-to-end file security, combined with source encryption and de-duplication, provides unmatched data security and efficiency for businesses. The platform enables employees to securely access and control corporate data from any device, with a focus on mitigating security, data loss, and compliance risks. Vaultize serves numerous large enterprises, including those in regulated and security-conscious industries.


 Role Description
 

This is a full-time remote role for a Python Developer. The Python Developer will be responsible for designing, developing, and maintaining back-end components, participating in software development lifecycle activities, and collaborating with cross-functional teams to deliver high-quality software solutions. The role involves the utilization of object-oriented programming principles and working with databases to ensure efficient data management and storage.


 Qualifications
 
Proficiency in Back-End Web Development and Software Development
Strong understanding of Object-Oriented Programming (OOP) and general Programming skills
Experience with Databases and data management
Excellent problem-solving skills and attention to detail
Ability to work collaboratively in a remote team environment
Bachelor's degree in Computer Science, Engineering, or a related field
Familiarity with enterprise file security solutions is a plus","{'Email address\nEmail address': 'niteshtheceo@gmail.com', 'Email address': 'niteshtheceo@gmail.com', 'Required': 'Yes', 'Phone country code\nPhone country code': 'India (+91)', 'Phone country code': 'India (+91)', ""Have you completed the following level of education: Bachelor's Degree?\nHave you completed the following level of education: Bachelor's Degree?"": 'Yes', ""Have you completed the following level of education: Bachelor's Degree?"": 'Yes', 'How many years of work experience do you have with Python (Programming Language)?': '2', 'Are you comfortable working in a remote setting?\nAre you comfortable working in a remote setting?': 'Yes', 'Are you comfortable working in a remote setting?': 'Yes'}"
--------------------,--------------------,--------------------,--------------------,--------------------
Junior Machine Learning Engineer,Abstrabit Technologies,"Bengaluru, Karnataka, India (On-site)","About the job

About Passivae




At Passivae, we're building the future of recruitment. We need a Junior Machine Learning Engineer to help us build and deploy scalable and efficient ML-powered features for our platform. You'll work closely with data scientists to transition models from research to production, ensuring they are robust and performant.




Key Responsibilities:

Design, build, and maintain machine learning pipelines and infrastructure.
Deploy and monitor ML models in a production environment.
Optimize existing models for performance, scalability, and efficiency.
Work with our software engineers to integrate ML models into our core platform features.
Troubleshoot and debug issues with deployed ML systems.




Qualifications:

1-3 years of experience in software development with a focus on machine learning.
Familiarity with ML frameworks like TensorFlow or PyTorch.
Experience with MLOps concepts and tools (e.g., Docker, Kubernetes, AWS/Azure).
Proficiency in a programming language like Python or Java.
Strong understanding of software engineering best practices.","{'Email\nEmail': 'niteshtheceo@gmail.com', 'Email': 'niteshtheceo@gmail.com', 'Required': 'niteshtheceo@gmail.com', 'Phone country code\nPhone country code': 'India (+91)', 'Phone country code': 'India (+91)', 'Phone': '9902972191', 'Follow Passivae® to stay up to date with their page.': 'Follow Passivae® to stay up to date with their page.', 'Passivae®': 'Follow Passivae® to stay up to date with their page.'}"
--------------------,--------------------,--------------------,--------------------,--------------------
AI/ML Engineering Intern,Abstrabit Technologies,"Bengaluru, Karnataka, India","About the job

Company Description

We are an innovative AI consulting company dedicated to developing cutting-edge AI solutions for our clients. Our services include creating custom chatbots, building and managing knowledge bases, and integrating advanced AI/ML solutions into existing products. Additionally, we develop full-stack mobile and web applications with AI/ML functionalities, including generative AI.

Job Description


Assist in the development and deployment of custom chatbots. 
Support the creation and management of knowledge bases. 
Collaborate on integrating AI/ML solutions into existing client products. 
Participate in full-stack mobile and web application development projects. 
Work on generative AI functionalities and contribute to the enhancement of existing AI solutions. 
Conduct research and stay updated with the latest trends and technologies in AI/ML. 
Provide support in testing and debugging AI/ML models and applications. 


Qualifications


Strong understanding of machine learning algorithms and principles. 
Proficiency in programming languages such as Python, JavaScript, or similar. 
Familiarity with AI/ML frameworks and libraries (e.g., TensorFlow, PyTorch, scikit-learn, AutoGen). 
Ability to work independently and as part of a team. 
Excellent problem-solving skills and attention to detail. 
Strong communication and collaboration skills.","{'First name': 'Nitesh', 'Last name': 'Ram', 'Phone country code\nPhone country code': 'India (+91)', 'Phone country code': 'India (+91)', 'Email address\nEmail address': 'niteshtheceo@gmail.com', 'Email address': 'niteshtheceo@gmail.com', 'Required': 'niteshtheceo@gmail.com', 'City\nCity': 'Bengaluru, India', 'City': 'Bengaluru, Karnataka, India'}"
--------------------,--------------------,--------------------,--------------------,--------------------
